pais_grupo,valores_nivel_1,valores_nivel_2,n_grupos,n_registros,promedio_anios,anio_min_global,anio_max_global
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),443  Árboles fuera de bosque y otras áreas naturales",13,39,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,11 Urbano,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,111 Urbano continuo,321 Café",13,39,3.0,2001,2018
Belice,"12 Otras tierras,42 Bosque de coníferas","122 Suelo desnudo, arena, rocoso, lava, otros,423 Sabanas de pino",2,38,19.0,2000,2018
Belice,"21 Cuerpos de Agua,22 Humedales","212 Cuerpos de agua artificial,220 Humedales",2,38,19.0,2000,2018
Belice,"22 Humedales,11 Urbano","220 Humedales,110 Urbano",2,38,19.0,2000,2018
Belice,"31 Cultivos intensivos No-Arbóreos,22 Humedales","315 Otros cultivos intensivos no arbóreos,220 Humedales",2,38,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),121 Otros artificializado",2,38,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,22 Humedales","411 Latifoliado maduro húmedo,220 Humedales",2,38,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,315 Otros cultivos intensivos no arbóreos,333 Matorrales (barbecho o en descanso)",2,38,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,315 Otros cultivos intensivos no arbóreos,332 Pastizales naturales y cultivados",2,38,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,412 Latifoliado secundario húmedo,333 Matorrales (barbecho o en descanso)",2,38,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","412 Latifoliado secundario húmedo,443  Árboles fuera de bosque y otras áreas naturales",2,38,19.0,2000,2018
Belice,"43 Manglares,11 Urbano","430 Manglares,110 Urbano",2,38,19.0,2000,2018
Belice,"43 Manglares,21 Cuerpos de Agua","430 Manglares,212 Cuerpos de agua artificial",2,38,19.0,2000,2018
Belice,"44 Otros arbóreo en tierras no agrícola,42 Bosque de coníferas","444 Regeneración forestal,420 Bosque de coníferas",2,38,19.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,21 Cuerpos de Agua","315 Otros cultivos intensivos no arbóreos,210 Cuerpos de Agua",19,38,2.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,43 Manglares","313 Caña de azúcar,430 Manglares",16,38,2.375,2000,2018
Guatemala,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,443  Árboles fuera de bosque y otras áreas naturales",19,38,2.0,2006,2016
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","313 Caña de azúcar,332 Pastizales naturales y cultivados,111 Urbano continuo",12,36,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",12,36,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales,325 Otros sistemas agroforestales o silvopastoriles",12,36,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,112 Urbano discontinuo",12,36,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),325 Otros sistemas agroforestales o silvopastoriles",12,36,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,443  Árboles fuera de bosque y otras áreas naturales,323 Frutales",12,36,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,443  Árboles fuera de bosque y otras áreas naturales,325 Otros sistemas agroforestales o silvopastoriles",12,36,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",18,36,2.0,2006,2016
Honduras,"31 Cultivos intensivos No-Arbóreos,11 Urbano","311 Palma aceitera,110 Urbano",2,36,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,21 Cuerpos de Agua","311 Palma aceitera,210 Cuerpos de Agua",2,36,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,22 Humedales","311 Palma aceitera,220 Humedales",2,36,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",2,36,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,110 Urbano",2,36,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",2,36,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),321 Café,325 Otros sistemas agroforestales o silvopastoriles",2,36,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),325 Otros sistemas agroforestales o silvopastoriles",2,36,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,420 Bosque de coníferas",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,210 Cuerpos de Agua",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","414 Bosque seco o deciduo,210 Cuerpos de Agua",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,311 Palma aceitera,331 Granos básicos y hortalizas  y otros",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,311 Palma aceitera,332 Pastizales naturales y cultivados",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","413 Bosque Mixto (Lat-Coniferas),325 Otros sistemas agroforestales o silvopastoriles,321 Café",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",2,36,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",2,36,18.0,2005,2022
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,110 Urbano",11,33,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,210 Cuerpos de Agua",11,33,3.0,2005,2017
El Salvador,"12 Otras tierras,32 Cultivos Arbóreos","122 Suelo desnudo, arena, rocoso, lava, otros,323 Frutales",15,33,2.2,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano,32 Cultivos Arbóreos","313 Caña de azúcar,112 Urbano discontinuo,321 Café",11,33,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),112 Urbano discontinuo",11,33,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,212 Cuerpos de agua artificial",11,33,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales,323 Frutales",11,33,3.0,2001,2018
Guatemala,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,325 Otros sistemas agroforestales o silvopastoriles",16,32,2.0,2006,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,91 Otras","331 Granos básicos y hortalizas  y otros,210 Cuerpos de Agua,910 Otras",10,30,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","331 Granos básicos y hortalizas  y otros,220 Humedales",13,30,1.6153846153846154,2005,2021
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales,91 Otras","332 Pastizales naturales y cultivados,220 Humedales,910 Otras",10,30,3.0,2005,2016
El Salvador,"21 Cuerpos de Agua,11 Urbano","210 Cuerpos de Agua,112 Urbano discontinuo",12,30,2.5,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,441 Masa arbórea ribereña",10,30,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),121 Otros artificializado",14,28,2.0,2000,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",14,28,2.0,2006,2016
Guatemala,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","410 Bosque latifoliado y mixto,311 Palma aceitera",14,28,2.0,2006,2016
multipais_o_inconsistente,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",7,28,2.0,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,11 Urbano,91 Otras","411 Latifoliado maduro húmedo,110 Urbano,910 Otras",9,27,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,12 Otras tierras,91 Otras","412 Latifoliado secundario húmedo,122 Suelo desnudo, arena, rocoso, lava, otros,910 Otras",9,27,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,210 Cuerpos de Agua",9,27,3.0,2005,2016
El Salvador,"12 Otras tierras,11 Urbano,32 Cultivos Arbóreos","122 Suelo desnudo, arena, rocoso, lava, otros,111 Urbano continuo,321 Café",9,27,3.0,2001,2018
El Salvador,"12 Otras tierras,11 Urbano,44 Otros arbóreo en tierras no agrícola","122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales",9,27,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",9,27,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,441 Masa arbórea ribereña,443  Árboles fuera de bosque y otras áreas naturales",9,27,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","441 Masa arbórea ribereña,323 Frutales",9,27,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,441 Masa arbórea ribereña,325 Otros sistemas agroforestales o silvopastoriles",9,27,3.0,2001,2018
El Salvador,32 Cultivos Arbóreos,"323 Frutales,325 Otros sistemas agroforestales o silvopastoriles",13,26,2.0,2000,2018
Costa Rica,"12 Otras tierras,11 Urbano","122 Suelo desnudo, arena, rocoso, lava, otros,110 Urbano",8,24,3.0,2005,2017
Costa Rica,"22 Humedales,11 Urbano","220 Humedales,110 Urbano",8,24,3.0,2005,2016
Costa Rica,"31 Cultivos intensivos No-Arbóreos,11 Urbano","311 Palma aceitera,110 Urbano",8,24,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),111 Urbano continuo,112 Urbano discontinuo",8,24,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,441 Masa arbórea ribereña",8,24,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros",8,24,3.0,2001,2018
Honduras,"43 Manglares,12 Otras tierras","430 Manglares,122 Suelo desnudo, arena, rocoso, lava, otros",4,24,6.0,2000,2022
multipais_o_inconsistente,"21 Cuerpos de Agua,12 Otras tierras","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",4,24,3.0,2001,2018
El Salvador,"21 Cuerpos de Agua,32 Cultivos Arbóreos","210 Cuerpos de Agua,325 Otros sistemas agroforestales o silvopastoriles",11,22,2.0,2000,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","442 Plantaciones forestales,325 Otros sistemas agroforestales o silvopastoriles",11,22,2.0,2000,2018
Guatemala,32 Cultivos Arbóreos,"325 Otros sistemas agroforestales o silvopastoriles,321 Café",11,22,2.0,2006,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",11,22,2.0,2006,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,324 Hule",11,22,2.0,2006,2016
Costa Rica,"11 Urbano,32 Cultivos Arbóreos","110 Urbano,321 Café",7,21,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,11 Urbano","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,110 Urbano",7,21,3.0,2005,2017
Costa Rica,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,442 Plantaciones forestales,321 Café",7,21,3.0,2005,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,332 Pastizales naturales y cultivados,441 Masa arbórea ribereña",7,21,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,112 Urbano discontinuo,441 Masa arbórea ribereña",7,21,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",7,21,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,441 Masa arbórea ribereña",7,21,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",7,21,3.0,2001,2018
El Salvador,"12 Otras tierras,91 Otras","121 Otros artificializado,910 Otras",10,20,2.0,2000,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),443  Árboles fuera de bosque y otras áreas naturales",10,20,2.0,2006,2016
Guatemala,41 Bosque latifoliado y mixto,"410 Bosque latifoliado y mixto,413 Bosque Mixto (Lat-Coniferas)",10,20,2.0,2006,2016
Belice,"11 Urbano,44 Otros arbóreo en tierras no agrícola","110 Urbano,444 Regeneración forestal",1,19,19.0,2000,2018
Belice,12 Otras tierras,"122 Suelo desnudo, arena, rocoso, lava, otros,121 Otros artificializado",1,19,19.0,2000,2018
Belice,"12 Otras tierras,11 Urbano","122 Suelo desnudo, arena, rocoso, lava, otros,110 Urbano",1,19,19.0,2000,2018
Belice,"12 Otras tierras,22 Humedales","121 Otros artificializado,220 Humedales",1,19,19.0,2000,2018
Belice,"12 Otras tierras,44 Otros arbóreo en tierras no agrícola","121 Otros artificializado,444 Regeneración forestal",1,19,19.0,2000,2018
Belice,"31 Cultivos intensivos No-Arbóreos,12 Otras tierras","315 Otros cultivos intensivos no arbóreos,121 Otros artificializado",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),110 Urbano,420 Bosque de coníferas",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,121 Otros artificializado",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,210 Cuerpos de Agua",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),212 Cuerpos de agua artificial,423 Sabanas de pino",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","331 Granos básicos y hortalizas  y otros,423 Sabanas de pino",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),423 Sabanas de pino",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,43 Manglares","333 Matorrales (barbecho o en descanso),430 Manglares",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,43 Manglares,12 Otras tierras","333 Matorrales (barbecho o en descanso),430 Manglares,121 Otros artificializado",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,442 Plantaciones forestales",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,444 Regeneración forestal",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,442 Plantaciones forestales",1,19,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),443  Árboles fuera de bosque y otras áreas naturales",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,12 Otras tierras","411 Latifoliado maduro húmedo,121 Otros artificializado",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,12 Otras tierras","411 Latifoliado maduro húmedo,122 Suelo desnudo, arena, rocoso, lava, otros",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,12 Otras tierras","412 Latifoliado secundario húmedo,122 Suelo desnudo, arena, rocoso, lava, otros",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","412 Latifoliado secundario húmedo,210 Cuerpos de Agua",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","411 Latifoliado maduro húmedo,412 Latifoliado secundario húmedo,315 Otros cultivos intensivos no arbóreos",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","412 Latifoliado secundario húmedo,333 Matorrales (barbecho o en descanso),212 Cuerpos de agua artificial",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","411 Latifoliado maduro húmedo,333 Matorrales (barbecho o en descanso),444 Regeneración forestal",1,19,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,42 Bosque de coníferas","411 Latifoliado maduro húmedo,423 Sabanas de pino",1,19,19.0,2000,2018
Belice,"43 Manglares,44 Otros arbóreo en tierras no agrícola","430 Manglares,444 Regeneración forestal",1,19,19.0,2000,2018
Costa Rica,"21 Cuerpos de Agua,11 Urbano,91 Otras","210 Cuerpos de Agua,110 Urbano,910 Otras",6,18,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,110 Urbano",6,18,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","412 Latifoliado secundario húmedo,332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",6,18,3.0,2005,2018
El Salvador,"11 Urbano,32 Cultivos Arbóreos","111 Urbano continuo,112 Urbano discontinuo,321 Café",6,18,3.0,2001,2018
El Salvador,"12 Otras tierras,11 Urbano,32 Cultivos Arbóreos","122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo,321 Café",6,18,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",6,18,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,11 Urbano","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo",6,18,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles,323 Frutales",6,18,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,323 Frutales,321 Café",6,18,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos,42 Bosque de coníferas","410 Bosque latifoliado y mixto,321 Café,420 Bosque de coníferas",6,18,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",6,18,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,443  Árboles fuera de bosque y otras áreas naturales,441 Masa arbórea ribereña",6,18,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,321 Café,323 Frutales",6,18,3.0,2001,2018
Guatemala,31 Cultivos intensivos No-Arbóreos,"313 Caña de azúcar,312 Bananeras",9,18,2.0,2006,2016
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros",9,18,2.0,2006,2016
Honduras,"21 Cuerpos de Agua,12 Otras tierras","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",1,18,18.0,2005,2022
Honduras,"21 Cuerpos de Agua,22 Humedales","210 Cuerpos de Agua,220 Humedales",1,18,18.0,2005,2022
Honduras,"21 Cuerpos de Agua,42 Bosque de coníferas","210 Cuerpos de Agua,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",1,18,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",1,18,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","311 Palma aceitera,332 Pastizales naturales y cultivados,220 Humedales",1,18,18.0,2005,2022
Honduras,32 Cultivos Arbóreos,"322 Cacao,325 Otros sistemas agroforestales o silvopastoriles",1,18,18.0,2005,2022
Honduras,"32 Cultivos Arbóreos,42 Bosque de coníferas","321 Café,325 Otros sistemas agroforestales o silvopastoriles,420 Bosque de coníferas",1,18,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",1,18,18.0,2005,2022
